grant_id,theme,state,district,partner_id,partner_name,partner_type,hq_state,years_with_trust,prior_grants,start_date,end_date,months,budget_m_inr,n_tranches,need_index,rural_share,partner_capacity,disbursement_timeliness,on_time_reporting,budget_variance_pct,beneficiaries,cost_per_beneficiary_inr,outcome_index,risk_rating,data_quality_flag
G0839,Livelihoods,Maharashtra,Maharashtra-Dist-02,PARTNER-128,Partner 128,Academic,Telangana,9,13,2021-06-01,2022-08-01,14,39.93,3,0.513,0.671,2,0.669,0.605,0.134,1027,38882,78.0,3,OK
G0840,Education,Andhra Pradesh,Andhra-Dist-09,PARTNER-034,Partner 034,CSR,Tamil Nadu,5,3,2024-12-01,2026-03-01,15,136.09,2,0.691,0.581,1,0.436,0.542,0.302,3558,38247,76.6,3,OK
G0841,Livelihoods,Maharashtra,Maharashtra-Dist-18,PARTNER-015,Partner 015,NGO,Jharkhand,0,0,2022-08-01,2023-12-01,16,120.23,5,0.221,0.739,2,0.637,0.745,0.127,2642,45508,80.2,3,OK
G0842,Livelihoods,Chhattisgarh,Chhattisgarh-Dist-01,PARTNER-036,Partner 036,CSR,Assam,9,11,2022-11-01,2024-05-01,18,23.72,3,0.424,0.457,3,0.691,0.664,0.06,571,41542,69.8,3,OK
G0843,Health,Odisha,Odisha-Dist-07,PARTNER-069,Partner 069,CSR,Gujarat,8,7,2023-03-01,2024-08-01,17,91.0,6,0.651,0.755,3,0.728,0.799,0.077,2775,32792,85.7,2,OK
G0844,Livelihoods,Bihar,Bihar-Dist-17,PARTNER-073,Partner 073,NGO,Chhattisgarh,7,9,2024-09-01,2026-11-01,26,25.6,3,0.474,0.49,2,0.608,0.789,,599,42735,79.1,3,OK
G0845,Health,Jharkhand,Jharkhand-Dist-06,PARTNER-037,Partner 037,Government,Bihar,10,12,2021-10-01,2024-01-01,27,93.63,2,0.296,0.705,5,0.846,1.0,-0.006,2299,40727,87.1,2,OK
G0846,Health,Telangana,Telangana-Dist-13,PARTNER-030,Partner 030,Academic,Chhattisgarh,2,1,2024-03-01,2025-06-01,15,101.16,5,0.385,0.737,3,0.665,0.763,0.233,2422,41767,84.7,3,OK
G0847,Skilling,Odisha,Odisha-Dist-09,PARTNER-139,Partner 139,NGO,Odisha,6,9,2024-12-01,2026-09-01,21,30.26,3,0.2,0.51,3,0.684,0.631,0.189,706,42861,71.2,2,OK
G0848,Health,Bihar,Bihar-Dist-17,PARTNER-039,Partner 039,NGO,Jharkhand,2,3,2023-12-01,2026-03-01,27,54.62,3,0.593,0.422,4,0.844,0.766,0.077,1033,52871,83.6,1,OK
G0849,Livelihoods,Karnataka,Karnataka-Dist-17,PARTNER-056,Partner 056,NGO,Madhya Pradesh,4,6,2023-09-01,2025-02-01,17,53.17,4,0.723,0.439,3,0.729,0.808,0.116,1312,40527,78.9,2,OK
G0850,Health,Assam,Assam-Dist-02,PARTNER-055,Partner 055,NGO,Bihar,7,7,2024-01-01,2025-09-01,20,244.45,3,0.57,0.602,2,0.652,0.651,,5367,45546,83.5,3,OK
G0851,WASH,Jharkhand,Jharkhand-Dist-12,PARTNER-060,Partner 060,NGO,Jharkhand,3,3,2022-09-01,2024-06-01,21,66.58,3,0.281,0.578,3,0.683,0.755,0.116,1432,46493,65.9,3,OK
G0852,Skilling,Odisha,Odisha-Dist-06,PARTNER-076,Partner 076,CSR,Gujarat,0,0,2021-09-01,2022-10-01,13,36.64,5,0.223,0.715,2,0.672,0.608,0.141,518,70731,64.7,3,OK
G0853,Livelihoods,West Bengal,West-Dist-06,PARTNER-042,Partner 042,CSR,Maharashtra,10,9,2024-11-01,2026-07-01,20,41.24,3,0.325,0.366,4,0.883,0.821,0.083,654,63057,67.8,3,OK
G0854,Health,Uttar Pradesh,Uttar-Dist-10,PARTNER-051,Partner 051,NGO,Assam,9,9,2024-01-01,2025-01-01,12,80.87,3,0.763,0.96,2,0.57,0.541,0.099,2844,28436,78.5,3,OK
G0855,Skilling,Chhattisgarh,Chhattisgarh-Dist-18,PARTNER-021,Partner 021,Government,Karnataka,4,3,2021-09-01,2023-01-01,16,29.55,4,0.305,0.791,3,0.751,0.804,0.055,569,51938,75.0,2,OK
G0856,Livelihoods,Tamil Nadu,Tamil-Dist-15,PARTNER-097,Partner 097,CSR,Assam,8,5,2023-04-01,2024-10-01,18,32.4,2,0.692,0.792,3,0.75,0.671,0.12,1061,30537,79.2,1,OK
G0857,Skilling,Maharashtra,Maharashtra-Dist-13,PARTNER-125,Partner 125,NGO,Jharkhand,3,3,2024-03-01,2025-06-01,15,38.27,3,0.741,0.914,3,0.771,0.834,0.019,1226,31216,80.3,3,OK
G0858,WASH,Rajasthan,Rajasthan-Dist-16,PARTNER-031,Partner 031,Academic,West Bengal,4,3,2021-08-01,2022-07-01,11,58.45,3,0.938,0.781,2,0.609,0.563,0.179,2254,25930,70.8,3,OK
G0859,Skilling,Telangana,Telangana-Dist-08,PARTNER-049,Partner 049,NGO,Maharashtra,3,4,2023-12-01,2025-11-01,23,43.92,2,0.581,0.642,2,0.567,0.607,0.122,1397,31441,83.8,3,OK
G0860,Health,Maharashtra,Maharashtra-Dist-07,PARTNER-012,Partner 012,Academic,West Bengal,5,7,2024-04-01,2025-11-01,19,69.74,3,0.685,0.496,3,0.757,0.777,0.133,1720,40547,80.9,2,OK
G0861,Skilling,Karnataka,Karnataka-Dist-20,PARTNER-115,Partner 115,NGO,Rajasthan,8,5,2021-09-01,2022-07-01,10,29.88,2,0.842,0.503,3,0.73,0.744,,685,43623,81.9,2,OK
G0862,Livelihoods,Maharashtra,Maharashtra-Dist-02,PARTNER-004,Partner 004,NGO,Gujarat,10,15,2023-11-01,2024-11-01,12,47.98,4,0.241,0.492,4,0.874,0.894,0.104,934,51368,71.0,1,OK
G0863,Skilling,Bihar,Bihar-Dist-12,PARTNER-009,Partner 009,CSR,Bihar,2,3,2023-12-01,2025-04-01,16,26.56,2,0.417,0.756,2,0.722,0.506,0.246,591,44946,72.0,2,OK
G0864,Livelihoods,Karnataka,Karnataka-Dist-05,PARTNER-092,Partner 092,NGO,Maharashtra,9,12,2023-03-01,2024-09-01,18,87.59,3,0.566,0.789,3,0.74,0.687,0.126,2464,35549,78.0,3,OK
G0865,Health,Madhya Pradesh,Madhya-Dist-14,PARTNER-080,Partner 080,Academic,Uttar Pradesh,10,15,2024-01-01,2025-09-01,20,91.74,3,0.452,0.652,3,0.821,0.84,0.084,2151,42651,87.6,1,OK
G0866,Health,Maharashtra,Maharashtra-Dist-16,PARTNER-099,Partner 099,NGO,Chhattisgarh,1,1,2024-06-01,2026-05-01,23,91.39,4,0.518,0.378,3,0.712,0.71,0.08,1876,48717,82.2,3,OK
G0867,WASH,Maharashtra,Maharashtra-Dist-15,PARTNER-019,Partner 019,Government,Telangana,10,15,2022-05-01,2023-03-01,10,48.43,3,0.366,0.62,4,0.821,0.803,0.014,1336,36253,82.6,1,OK
G0868,Livelihoods,Odisha,Odisha-Dist-08,PARTNER-117,Partner 117,NGO,Tamil Nadu,0,0,2021-03-01,2023-02-01,23,40.4,4,0.825,0.59,2,0.644,0.633,0.265,1292,31272,75.1,3,OK
G0869,Health,Andhra Pradesh,Andhra-Dist-13,PARTNER-016,Partner 016,NGO,Andhra Pradesh,10,14,2024-01-01,2024-10-01,9,69.19,3,0.602,0.679,3,0.64,0.699,0.084,1785,38762,86.6,2,OK
G0870,Livelihoods,Odisha,Odisha-Dist-08,PARTNER-005,Partner 005,NGO,Andhra Pradesh,0,0,2021-08-01,2023-04-01,20,40.62,2,0.799,0.448,3,0.753,0.721,0.124,1168,34775,76.0,3,OK
G0871,Health,Rajasthan,Rajasthan-Dist-15,PARTNER-140,Partner 140,NGO,Assam,2,2,2024-12-01,2026-11-01,23,86.1,3,0.2,0.459,3,0.645,0.881,0.025,1342,64160,86.7,3,OK
G0872,Livelihoods,Gujarat,Gujarat-Dist-19,PARTNER-022,Partner 022,NGO,Karnataka,2,2,2023-01-01,2024-05-01,16,63.18,3,0.404,0.773,3,0.789,0.741,0.18,1651,38268,76.6,3,OK
G0873,Livelihoods,Tamil Nadu,Tamil-Dist-02,PARTNER-132,Partner 132,NGO,Uttar Pradesh,6,9,2021-02-01,2022-01-01,11,58.57,3,0.327,0.25,3,0.759,0.886,0.096,1150,50927,73.1,2,OK
G0874,Health,Gujarat,Gujarat-Dist-14,PARTNER-050,Partner 050,NGO,Madhya Pradesh,9,11,2024-12-01,2025-08-01,8,40.77,4,0.684,0.63,2,0.677,0.637,0.035,1023,39852,86.5,3,OK
G0875,Education,Maharashtra,Maharashtra-Dist-12,PARTNER-052,Partner 052,Academic,Maharashtra,8,12,2021-06-01,2023-01-01,19,97.34,2,0.583,0.79,3,0.694,0.769,0.114,2919,33346,81.2,3,OK
G0876,Livelihoods,Maharashtra,Maharashtra-Dist-04,PARTNER-129,Partner 129,NGO,Maharashtra,6,7,2021-07-01,2022-09-01,14,39.81,5,0.301,0.669,4,0.706,0.855,0.096,883,45080,77.2,1,OK
G0877,Livelihoods,Karnataka,Karnataka-Dist-12,PARTNER-124,Partner 124,NGO,Uttar Pradesh,5,5,2024-03-01,2025-11-01,20,38.46,3,0.58,0.576,3,0.73,0.786,0.172,931,41307,71.6,2,OK
G0878,Health,Karnataka,Karnataka-Dist-15,PARTNER-135,Partner 135,NGO,Rajasthan,1,1,2024-03-01,2026-05-01,26,89.98,2,0.61,0.497,4,0.834,0.947,0.127,1915,46987,91.4,1,OK
G0879,Livelihoods,Rajasthan,Rajasthan-Dist-18,PARTNER-110,Partner 110,NGO,West Bengal,1,1,2021-04-01,2023-05-01,25,37.71,2,0.661,0.62,4,0.721,0.832,,1047,36015,88.2,1,OK
G0880,Livelihoods,Assam,Assam-Dist-16,PARTNER-031,Partner 031,Academic,West Bengal,4,3,2021-09-01,2022-06-01,9,20.38,4,0.542,0.79,1,0.497,0.586,0.209,742,27472,71.6,3,OK
G0881,Livelihoods,Assam,Assam-Dist-12,PARTNER-113,Partner 113,CSR,Telangana,2,2,2023-03-01,2025-01-01,22,56.17,2,0.587,0.875,2,0.464,0.721,0.084,1923,29211,72.8,4,OK
G0882,Skilling,Maharashtra,Maharashtra-Dist-05,PARTNER-139,Partner 139,NGO,Odisha,6,9,2021-03-01,2023-06-01,27,27.81,4,0.454,0.374,4,0.862,0.835,0.069,575,48365,78.1,2,OK
G0883,WASH,Assam,Assam-Dist-07,PARTNER-026,Partner 026,Academic,Bihar,0,0,2022-03-01,2023-03-01,12,33.44,2,0.381,0.443,3,0.69,0.574,0.13,576,58052,81.9,2,OK
G0884,Health,Andhra Pradesh,Andhra-Dist-20,PARTNER-062,Partner 062,CSR,Andhra Pradesh,4,3,2022-07-01,2024-04-01,21,51.87,3,0.322,0.633,2,0.599,0.613,0.173,1275,40681,72.5,2,OK
G0885,Livelihoods,Madhya Pradesh,Madhya-Dist-18,PARTNER-119,Partner 119,Government,Bihar,9,13,2024-10-01,2026-03-01,17,23.55,3,0.701,0.512,5,0.921,1.0,0.139,543,43368,76.1,1,OK
G0886,Health,Assam,Assam-Dist-04,PARTNER-080,Partner 080,Academic,Uttar Pradesh,10,15,2022-04-01,2023-02-01,10,99.26,3,0.319,0.697,4,0.773,0.889,0.013,2077,47791,81.7,2,OK
G0887,Skilling,Madhya Pradesh,Madhya-Dist-07,PARTNER-048,Partner 048,NGO,Madhya Pradesh,9,11,2024-11-01,2026-04-01,17,22.57,4,0.559,0.606,5,1.0,0.962,0.071,545,41419,77.1,1,OK
G0888,Health,Maharashtra,Maharashtra-Dist-09,PARTNER-067,Partner 067,NGO,Uttar Pradesh,9,10,2024-11-01,2026-09-01,22,147.25,4,0.295,0.341,3,0.732,0.708,0.116,2295,64160,82.6,2,OK
G0889,Livelihoods,Rajasthan,Rajasthan-Dist-06,PARTNER-023,Partner 023,NGO,Uttar Pradesh,7,6,2024-12-01,2026-01-01,13,63.57,3,0.462,0.819,2,0.625,0.625,0.103,1914,33211,71.8,3,OK
G0890,Education,Jharkhand,Jharkhand-Dist-17,PARTNER-037,Partner 037,Government,Bihar,10,12,2024-06-01,2026-01-01,19,22.12,2,0.887,0.567,4,0.782,0.925,0.112,746,29651,80.4,2,OK
G0891,Skilling,Assam,Assam-Dist-16,PARTNER-006,Partner 006,CSR,Maharashtra,1,1,2023-03-01,2024-02-01,11,27.33,2,0.905,0.55,2,0.608,0.773,0.188,821,33293,74.1,2,OK
G0892,Education,Madhya Pradesh,Madhya-Dist-19,PARTNER-128,Partner 128,Academic,Telangana,9,13,2024-08-01,2025-06-01,10,82.49,2,0.276,0.618,5,0.968,1.0,0.105,1807,45652,75.3,1,OK
G0893,Education,Madhya Pradesh,Madhya-Dist-16,PARTNER-074,Partner 074,CSR,Gujarat,10,8,2024-04-01,2026-01-01,21,79.38,3,0.794,0.606,4,0.997,0.986,0.077,2390,33212,86.2,2,OK
G0894,Livelihoods,Madhya Pradesh,Madhya-Dist-14,PARTNER-053,Partner 053,Academic,Tamil Nadu,8,10,2024-09-01,2026-11-01,26,75.39,3,0.394,0.561,4,0.853,0.943,0.04,1725,43702,68.5,3,OK
G0895,WASH,Tamil Nadu,Tamil-Dist-14,PARTNER-107,Partner 107,CSR,Tamil Nadu,3,4,2023-01-01,2024-05-01,16,35.9,2,0.377,0.537,2,0.699,0.592,0.051,750,47863,79.2,3,OK
G0896,Livelihoods,Bihar,Bihar-Dist-11,PARTNER-125,Partner 125,NGO,Jharkhand,3,3,2023-02-01,2025-03-01,25,42.44,2,0.243,0.98,3,0.743,0.794,0.13,1127,37658,62.6,1,OK
G0897,WASH,Andhra Pradesh,Andhra-Dist-15,PARTNER-056,Partner 056,NGO,Madhya Pradesh,4,6,2023-12-01,2025-05-01,17,53.37,3,0.447,0.98,3,0.825,0.799,0.113,1858,28723,77.9,2,OK
G0898,Skilling,Bihar,Bihar-Dist-12,PARTNER-139,Partner 139,NGO,Odisha,6,9,2021-11-01,2022-10-01,11,55.81,3,0.711,0.477,3,0.701,0.797,0.144,1527,36551,79.3,2,OK
G0899,Skilling,Tamil Nadu,Tamil-Dist-19,PARTNER-039,Partner 039,NGO,Jharkhand,2,3,2022-10-01,2024-09-01,23,22.45,3,0.595,0.451,3,0.636,0.708,0.07,477,47061,76.6,2,OK
G0900,Health,Chhattisgarh,Chhattisgarh-Dist-18,PARTNER-077,Partner 077,NGO,Odisha,9,13,2021-08-01,2022-07-01,11,250.0,4,0.236,0.487,5,0.901,0.977,0.019,4088,61154,70.0,1,OK
